Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX32497,Dermatitis,Neurology,Venlafaxine,VENLA-RX32497,2.5 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32498,Acne,Gynecology,Bisoprolol,BISOP-RX32498,50 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32499,COPD,ENT,Isotretinoin,ISOTR-RX32499,2.5 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32500,Pneumonia,Dermatology,Doxycycline,DOXYC-RX32500,25 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32501,Epilepsy,Dermatology,Diclofenac,DICLO-RX32501,250 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32502,Dermatitis,Internal Medicine,Rabeprazole,RABEP-RX32502,1 g,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32503,Pneumonia,Pulmonology,Tiotropium,TIOTR-RX32503,50 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32504,Gastritis,Gastroenterology,Risperidone,RISPE-RX32504,1 g,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32505,GERD,Pulmonology,Aspirin,ASPIR-RX32505,40 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32506,Cancer,Gynecology,Tamsulosin,TAMSU-RX32506,25 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32507,Back Pain,Pediatrics,Montelukast,MONTE-RX32507,500 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32508,Osteoporosis,Internal Medicine,Dydrogesterone,DYDRO-RX32508,2.5 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32509,Asthma,Cardiology,Vancomycin,VANCO-RX32509,25 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32510,Dermatitis,Dermatology,Amoxicillin,AMOXI-RX32510,40 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32511,Allergy,Orthopedics,Doxycycline,DOXYC-RX32511,5 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32512,Arthritis,Pediatrics,Lansoprazole,LANSO-RX32512,25 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32513,Sinusitis,Dermatology,Fexofenadine,FEXOF-RX32513,500 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32514,Arthritis,Urology,Duloxetine,DULOX-RX32514,10 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32515,Fungal Infection,Pulmonology,Azithromycin,AZITH-RX32515,100 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32516,UTI,Pulmonology,Celecoxib,CELEC-RX32516,5 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32517,Glaucoma,Gynecology,Dapagliflozin,DAPAG-RX32517,500 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32518,Fungal Infection,Urology,Glimepiride,GLIME-RX32518,50 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32519,Schizophrenia,Psychiatry,Sildenafil,SILDE-RX32519,40 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32520,Asthma,Internal Medicine,Amoxicillin,AMOXI-RX32520,500 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32521,Acne,Pulmonology,Sitagliptin,SITAG-RX32521,1 g,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32522,Arthritis,Gynecology,Empagliflozin,EMPAG-RX32522,100 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32523,Sinusitis,Orthopedics,Sitagliptin,SITAG-RX32523,1 g,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32524,Arthritis,Internal Medicine,Ibuprofen,IBUPR-RX32524,250 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32525,Arthritis,Cardiology,Valproate,VALPR-RX32525,40 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32526,Asthma,Neurology,Clindamycin,CLIND-RX32526,250 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32527,Arthritis,Psychiatry,Fluoxetine,FLUOX-RX32527,20 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32528,Depression,Gastroenterology,Lamotrigine,LAMOT-RX32528,40 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32529,Asthma,Pediatrics,Atorvastatin,ATORV-RX32529,5 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32530,Diabetes,ENT,Hydroxyzine,HYDRO-RX32530,75 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32531,UTI,Dermatology,Hydroxyzine,HYDRO-RX32531,5 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32532,Gastritis,Orthopedics,Cefuroxime,CEFUR-RX32532,40 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32533,Hypertension,Gynecology,Moxifloxacin,MOXIF-RX32533,1 g,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32534,Schizophrenia,Ophthalmology,Pitavastatin,PITAV-RX32534,1 g,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32535,Epilepsy,Orthopedics,Doxycycline,DOXYC-RX32535,250 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32536,Acne,Ophthalmology,Finasteride,FINAS-RX32536,2.5 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32537,Infertility,Oncology,Carbamazepine,CARBA-RX32537,2.5 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32538,Depression,Dermatology,Tranexamic Acid,TRANE-RX32538,75 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32539,Pneumonia,Gynecology,Cefixime,CEFIX-RX32539,25 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32540,Sinusitis,Cardiology,Azithromycin,AZITH-RX32540,500 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32541,Fever,Dermatology,Bisoprolol,BISOP-RX32541,2.5 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32542,Diabetes,Neurology,Aripiprazole,ARIPI-RX32542,10 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32543,Allergy,Urology,Imatinib,IMATI-RX32543,25 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32544,Angina,Gastroenterology,Moxifloxacin Eye Drops,MOXIF-RX32544,1 g,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32545,Gastritis,Diabetology,Insulin Aspart,INSUL-RX32545,25 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32546,Anxiety,Gynecology,Ranolazine,RANOL-RX32546,20 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32547,Diabetes,Cardiology,Lamotrigine,LAMOT-RX32547,1 g,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32548,Gastritis,Orthopedics,Dapagliflozin,DAPAG-RX32548,40 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32549,Migraine,Ophthalmology,Domperidone,DOMPE-RX32549,1 g,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32550,Acne,Oncology,Timolol,TIMOL-RX32550,20 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32551,Gastritis,Oncology,Xylometazoline,XYLOM-RX32551,500 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32552,Asthma,Pediatrics,Risperidone,RISPE-RX32552,75 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32553,Angina,Pediatrics,Bisoprolol,BISOP-RX32553,25 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32554,Diabetes,Oncology,Aceclofenac,ACECL-RX32554,10 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32555,Epilepsy,Dermatology,Tramadol,TRAMA-RX32555,50 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32556,Heart Failure,Gynecology,Sildenafil,SILDE-RX32556,20 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32557,Asthma,Ophthalmology,Paroxetine,PAROX-RX32557,100 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32558,COPD,Dermatology,Aceclofenac,ACECL-RX32558,100 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32559,Cancer,Gastroenterology,Cyclophosphamide,CYCLO-RX32559,20 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32560,Heart Failure,Dermatology,Domperidone,DOMPE-RX32560,10 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32561,Fungal Infection,Ophthalmology,Fluticasone,FLUTI-RX32561,1 g,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32562,Schizophrenia,Orthopedics,Tamsulosin,TAMSU-RX32562,100 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32563,Anxiety,Pulmonology,Levofloxacin,LEVOF-RX32563,50 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32564,Pneumonia,Neurology,Celecoxib,CELEC-RX32564,5 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32565,Diabetes,Neurology,Hydroxyzine,HYDRO-RX32565,2.5 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32566,Migraine,Oncology,Tamoxifen,TAMOX-RX32566,20 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32567,Heart Failure,Pediatrics,Domperidone,DOMPE-RX32567,40 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32568,Anxiety,ENT,Tamsulosin,TAMSU-RX32568,100 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32569,Diabetes,Cardiology,Clomiphene,CLOMI-RX32569,5 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32570,Hypertension,Psychiatry,Doxycycline,DOXYC-RX32570,2.5 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32571,Epilepsy,Dermatology,Nitrofurantoin,NITRO-RX32571,40 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32572,Migraine,Diabetology,Xylometazoline,XYLOM-RX32572,40 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32573,Osteoporosis,Pediatrics,Linezolid,LINEZ-RX32573,40 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32574,Hypertension,Gynecology,Sitagliptin,SITAG-RX32574,100 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32575,Dermatitis,Diabetology,Metformin,METFO-RX32575,5 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32576,Heart Failure,Dermatology,Duloxetine,DULOX-RX32576,1 g,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32577,GERD,ENT,Doxycycline,DOXYC-RX32577,50 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32578,Glaucoma,Gynecology,Levocetirizine,LEVOC-RX32578,40 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32579,Diabetes,Ophthalmology,Rabeprazole,RABEP-RX32579,500 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32580,Asthma,Gynecology,Cetirizine,CETIR-RX32580,10 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32581,Anxiety,Pediatrics,Pioglitazone,PIOGL-RX32581,50 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32582,Epilepsy,Gynecology,Pantoprazole,PANTO-RX32582,250 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32583,Asthma,Ophthalmology,Empagliflozin,EMPAG-RX32583,40 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32584,Schizophrenia,ENT,Ranolazine,RANOL-RX32584,10 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32585,Arthritis,Ophthalmology,Sildenafil,SILDE-RX32585,1 g,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32586,Schizophrenia,Urology,Terbinafine,TERBI-RX32586,100 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32587,IBS,Pediatrics,Celecoxib,CELEC-RX32587,2.5 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32588,Heart Failure,Pulmonology,Fluticasone,FLUTI-RX32588,50 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32589,Heart Failure,ENT,Gliclazide,GLICL-RX32589,50 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32590,IBS,Cardiology,Linagliptin,LINAG-RX32590,10 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32591,Fungal Infection,Dermatology,Fluticasone,FLUTI-RX32591,10 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32592,Fever,Psychiatry,Ranolazine,RANOL-RX32592,10 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32593,Gastritis,Pulmonology,Topiramate,TOPIR-RX32593,75 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32594,Infertility,Dermatology,Moxifloxacin,MOXIF-RX32594,1 g,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32595,Diabetes,Urology,Pantoprazole,PANTO-RX32595,5 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32596,GERD,Ophthalmology,Levocetirizine,LEVOC-RX32596,2.5 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32597,Pneumonia,Dermatology,Gliclazide,GLICL-RX32597,500 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32598,Migraine,ENT,Dapagliflozin,DAPAG-RX32598,40 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32599,UTI,Dermatology,Azithromycin,AZITH-RX32599,2.5 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32600,Asthma,Diabetology,Timolol,TIMOL-RX32600,50 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32601,Schizophrenia,Gastroenterology,Clindamycin,CLIND-RX32601,20 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32602,Heart Failure,Oncology,Domperidone,DOMPE-RX32602,75 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32603,Gastritis,Cardiology,Clopidogrel,CLOPI-RX32603,5 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32604,Arthritis,Cardiology,Cefuroxime,CEFUR-RX32604,250 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32605,Epilepsy,Pediatrics,Vildagliptin,VILDA-RX32605,100 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32606,Glaucoma,Gastroenterology,Clindamycin,CLIND-RX32606,5 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32607,Diabetes,Urology,Amlodipine,AMLOD-RX32607,2.5 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32608,Angina,Pulmonology,Tranexamic Acid,TRANE-RX32608,25 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32609,Anxiety,Pediatrics,Sildenafil,SILDE-RX32609,75 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32610,Neuropathy,Urology,Clopidogrel,CLOPI-RX32610,100 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32611,Glaucoma,Cardiology,Pioglitazone,PIOGL-RX32611,2.5 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32612,Depression,Internal Medicine,Azithromycin,AZITH-RX32612,2.5 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32613,Epilepsy,Dermatology,Prednisolone,PREDN-RX32613,2.5 mg,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32614,Stroke,Internal Medicine,Azithromycin,AZITH-RX32614,10 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32615,Back Pain,Pulmonology,Risperidone,RISPE-RX32615,50 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32616,Cancer,Urology,Diclofenac,DICLO-RX32616,10 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32617,Anxiety,Cardiology,Lithium,LITHI-RX32617,1 g,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32618,Diabetes,Pulmonology,Sitagliptin,SITAG-RX32618,2.5 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32619,Acne,Cardiology,Atorvastatin,ATORV-RX32619,250 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32620,Hypertension,Urology,Fluticasone,FLUTI-RX32620,40 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32621,Heart Failure,Ophthalmology,Terbinafine,TERBI-RX32621,1 g,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32622,Migraine,Psychiatry,Venlafaxine,VENLA-RX32622,75 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32623,GERD,Oncology,Ticagrelor,TICAG-RX32623,20 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32624,Pneumonia,Urology,Topiramate,TOPIR-RX32624,75 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32625,Epilepsy,Gastroenterology,Nebivolol,NEBIV-RX32625,10 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32626,Neuropathy,Gynecology,Azithromycin,AZITH-RX32626,10 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32627,Acne,Gynecology,Atorvastatin,ATORV-RX32627,1 g,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32628,Migraine,Orthopedics,Pregabalin,PREGA-RX32628,20 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32629,Diabetes,Psychiatry,Glimepiride,GLIME-RX32629,2.5 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32630,Asthma,Oncology,Isotretinoin,ISOTR-RX32630,1 g,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32631,Epilepsy,Internal Medicine,Gliclazide,GLICL-RX32631,5 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32632,Diabetes,Diabetology,Celecoxib,CELEC-RX32632,75 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32633,Infertility,Pulmonology,Nebivolol,NEBIV-RX32633,40 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32634,Infertility,Oncology,Insulin Glargine,INSUL-RX32634,75 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32635,Migraine,Gastroenterology,Formoterol,FORMO-RX32635,100 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32636,Migraine,Oncology,Pregabalin,PREGA-RX32636,50 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32637,Acne,Gastroenterology,Insulin Glargine,INSUL-RX32637,1 g,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32638,Osteoporosis,ENT,Gabapentin,GABAP-RX32638,25 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32639,GERD,ENT,Valsartan,VALSA-RX32639,50 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32640,GERD,Psychiatry,Olanzapine,OLANZ-RX32640,250 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32641,Cancer,Gynecology,Salbutamol,SALBU-RX32641,25 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
